category,level,promptText,requiresPartner,timed,timerSeconds
Dare,1,Swap seats with the person next to you while crawling under the table.,FALSE,FALSE,0
Dare,1,Imitate a cartoon character’s voice for 10 seconds.,FALSE,TRUE,10
Dare,1,Wear your socks on your hands for 2 turns.,FALSE,FALSE,0
Dare,1,Allow {partner} to fix your hair or outfit in a silly way.,TRUE,FALSE,0
Dare,1,"Recite the alphabet backward, skipping any letter you forget.",FALSE,FALSE,0
Dare,1,Create a goofy handshake with {partner} that you must use all night.,TRUE,FALSE,0
Dare,1,Impersonate the last celebrity you saw on TV for 15 seconds.,FALSE,TRUE,15
Dare,1,Share a 30-second slow dance with {partner}.,TRUE,TRUE,30
Dare,1,Let {partner} rename you for the next 2 rounds.,TRUE,FALSE,0
Dare,1,Do 5 squats or push-ups (your choice).,FALSE,FALSE,0
Dare,1,Let {partner} draw a simple shape on your cheek with lipstick.,TRUE,FALSE,0
Dare,1,Give one compliment to every player in the circle.,FALSE,FALSE,0
Dare,1,"Act like a monkey for 10 seconds, including sounds.",FALSE,TRUE,10
Dare,2,Send a flirty emoji to {partner}’s phone right now.,TRUE,FALSE,0
Dare,2,Perform a sexy walk across the room as if it’s a runway.,FALSE,FALSE,0
Dare,2,"Exchange shirts with {partner} for the next 10 minutes, if consenting.",TRUE,FALSE,0
Dare,2,Give {partner} a 20-second foot massage.,TRUE,TRUE,20
Dare,2,Demonstrate your best ‘dirty talk’ for 10 seconds quietly to {partner}.,TRUE,TRUE,10
Dare,2,Attempt the splits (or get as low as you can).,FALSE,FALSE,0
Dare,2,Let {partner} blindfold you and feed you something unknown.,TRUE,FALSE,0
Dare,2,Impersonate {partner}’s laugh for 15 seconds.,TRUE,TRUE,15
Dare,2,Mimic a romantic movie scene for 20 seconds with {partner}.,TRUE,TRUE,20
Dare,2,Lick chocolate syrup off {partner}’s finger if consenting.,TRUE,FALSE,0
Dare,2,"Swap one clothing item with someone not your partner, if consenting.",FALSE,FALSE,0
Dare,2,Perform a quick belly dance for 10 seconds in front of everyone.,FALSE,TRUE,10
Dare,2,Act out your best orgasm scene from a movie for 5 seconds (fully clothed!).,FALSE,TRUE,5
Dare,2,Give {partner} a playful spank if they consent.,TRUE,FALSE,0
Dare,2,"Wear {partner}’s footwear for the next round, if size allows.",TRUE,FALSE,0
Dare,2,Dance closely with {partner} to a slow song for 30 seconds.,TRUE,TRUE,30
Dare,2,Kiss {partner} on the cheek for 3 seconds if consenting.,TRUE,TRUE,3
Dare,2,Remove one piece of jewelry or accessory from {partner} using only your teeth.,TRUE,FALSE,0
Dare,2,Share a 10-second seductive eye contact with {partner}.,TRUE,TRUE,10
Dare,2,Do a quick rap about your day for 15 seconds.,FALSE,TRUE,15
Dare,3,Act out a fake orgasm for 10 seconds in front of everyone.,FALSE,TRUE,10
Dare,3,Give {partner} a lap dance for 30 seconds with some music.,TRUE,TRUE,30
Dare,3,Simulate a 10-second striptease while staying in your underwear at most.,FALSE,TRUE,10
Dare,3,Kiss or nibble {partner}’s ear for 5 seconds if they consent.,TRUE,TRUE,5
Dare,3,Take {partner} to the other room for 1 minute of alone time (no interruption!).,TRUE,TRUE,60
Dare,3,"Lick whipped cream off {partner}’s neck or shoulder, if consenting.",TRUE,FALSE,0
Dare,3,Let {partner} lightly spank your butt with their hand 3 times.,TRUE,FALSE,0
Dare,3,Write a sexy phrase on your chest or belly (above clothes) in marker and show it.,FALSE,FALSE,0
Dare,3,"Put on music and do a slow, seductive dance with {partner} for 45 seconds.",TRUE,TRUE,45
Dare,3,"Use your mouth to remove a piece of clothing from {partner}, if consenting.",TRUE,FALSE,0
Dare,3,"Offer to share a personal fantasy with {partner} in their ear, quietly.",TRUE,FALSE,0
Dare,3,"Swap your top with {partner} for 2 rounds, if consenting.",TRUE,FALSE,0
Dare,3,Do a 15-second boob or chest jiggle dance to amuse everyone.,FALSE,TRUE,15
Dare,3,Let {partner} put ice cubes on your stomach for 10 seconds.,TRUE,TRUE,10
Dare,3,Give {partner} a playful bump and grind move for 10 seconds.,TRUE,TRUE,10
Dare,3,"Attempt to do a body shot from {partner}’s belly button, if consenting.",TRUE,FALSE,0
Dare,3,"Act like you’re in a porn scene (PG version) for 10 seconds, moans included.",FALSE,TRUE,10
Dare,3,"Put on {partner}’s underwear over your own clothes for 1 round, if consenting.",TRUE,FALSE,0
Dare,3,Slowly suck on your finger while looking at {partner} for 5 seconds.,TRUE,TRUE,5
Dare,3,Let {partner} gently kiss your inner thigh (over clothes) for 3 seconds.,TRUE,TRUE,3
Dare,4,"Switch underwear with {partner} (privately) and come back, if consenting.",TRUE,FALSE,0
Dare,4,"All women bend over in front of their men (or chosen partner) for 5 seconds, if consenting.",FALSE,TRUE,5
Dare,4,Take {partner} to a corner or closet for 2 minutes of alone time.,TRUE,TRUE,120
Dare,4,Blindfold yourself and guess who’s kissing your neck for 10 seconds.,FALSE,TRUE,10
Dare,4,"Perform a 30-second “dry-hump” session on {partner}, if both agree.",TRUE,TRUE,30
Dare,4,Simulate doggy style with {partner} for 10 seconds with clothes on.,TRUE,TRUE,10
Dare,4,Use your mouth to feed {partner} something sweet or fruity seductively.,TRUE,FALSE,0
Dare,4,Give {partner} a mild hickey on the neck if they agree.,TRUE,FALSE,0
Dare,4,Have {partner} lightly bite your lip or ear for 3 seconds.,TRUE,TRUE,3
Dare,4,"Let {partner} remove your shirt or pants, leaving underwear on if comfortable.",TRUE,FALSE,0
Dare,4,Rub your chest or breasts against {partner} for 5 seconds while dancing.,TRUE,TRUE,5
Dare,4,Grind on {partner}’s lap for 15 seconds while music plays.,TRUE,TRUE,15
Dare,4,"Spank {partner} 5 times with an object of your choice, if consenting.",TRUE,FALSE,0
Dare,4,Pretend to ride {partner} like a horse for 10 seconds (both fully clothed).,TRUE,TRUE,10
Dare,4,Give {partner} a full body (clothes on) rubdown for 30 seconds.,TRUE,TRUE,30
Dare,4,Simulate a hot shower scene with {partner} (clothed) for 15 seconds.,TRUE,TRUE,15
Dare,4,Sit on {partner}’s lap and maintain eye contact for 20 seconds without laughing.,TRUE,TRUE,20
Dare,4,Let {partner} or a friend draw a small arrow pointing down your lower belly above clothes.,TRUE,FALSE,0
Dare,4,Have your {partner} suck on your finger slowly for 5 seconds.,TRUE,TRUE,5
Dare,4,"Try to do a slow, erotic push-up over {partner}, gazing into their eyes for 10 seconds.",TRUE,TRUE,10
Dare,5,"Spend 2 minutes in a closed room with {partner} doing anything you desire, no interruptions.",TRUE,TRUE,120
Dare,5,"Perform a full strip down to underwear, if comfortable, while {partner} watches closely.",FALSE,FALSE,0
Dare,5,Let {partner} tie your wrists with a scarf for 1 minute and do as they please (consensual).,TRUE,TRUE,60
Dare,5,Do a body shot off {partner}’s lower belly if consenting.,TRUE,FALSE,0
Dare,5,"Simulate your best porn star performance for 15 seconds, moans included.",FALSE,TRUE,15
Dare,5,"Allow {partner} to spank you with an object for 5 hits, if consenting.",TRUE,FALSE,0
Dare,5,Have all women bend over in front of the men for 10 seconds (everyone consenting).,FALSE,TRUE,10
Dare,5,Act out your wildest sexual position with {partner} fully clothed for 15 seconds.,TRUE,TRUE,15
Dare,5,Invite {partner} to remove your underwear in front of everyone if you’re comfortable.,TRUE,FALSE,0
Dare,5,"Let {partner} pretend to lick whipped cream off your inner thigh or chest, if consenting.",TRUE,FALSE,0
Dare,5,"Take {partner} aside for 3 minutes of intense make-out or more, behind a door.",TRUE,TRUE,180
Dare,5,"Simulate doggy style with {partner} for 15 seconds, extra moaning, clothes on.",TRUE,TRUE,15
Dare,5,"Perform a mutual strip tease with {partner}, clothing optional, up to underwear.",TRUE,FALSE,0
Dare,5,"Swap underwear with {partner} in private, then come back wearing each other’s clothes if comfortable.",TRUE,FALSE,0
Dare,5,"Grind on {partner} while pushing them against a wall for 20 seconds, fully clothed.",TRUE,TRUE,20
Dare,5,Give {partner} a demonstration of your oral skills on a banana or similar item for 10 seconds.,TRUE,TRUE,10
Dare,5,"Lay down and let {partner} straddle you, rocking back and forth for 15 seconds.",TRUE,TRUE,15
Dare,5,"Simulate a 69 position with {partner} for 10 seconds, clothes on.",TRUE,TRUE,10
Dare,5,Let any consenting couple among you demonstrate a sexual position while you watch for 10 seconds.,FALSE,TRUE,10
Dare,5,"Ask {partner} to help you strip fully naked (if you dare), no contact is forced though.",TRUE,FALSE,0
Wild,1,Everyone must clap to your chosen rhythm for 15s.,FALSE,TRUE,15
Wild,1,Reveal something you find oddly attractive about yourself to the group.,FALSE,FALSE,0
Wild,1,Ask everyone to share one funny childhood story in one sentence.,FALSE,FALSE,0
Wild,1,Pick one person to do 5 push-ups or squats with you.,FALSE,FALSE,0
Wild,1,"Group stands up and spins around 3 times, then tries to sit without wobbling.",FALSE,FALSE,0
Wild,1,Everyone shares their favorite movie genre quickly.,FALSE,FALSE,0
Wild,1,Pick a random object. Everyone must invent a new use for it in 1 sentence.,FALSE,FALSE,0
Wild,1,Trade seats with someone wearing the same color shirt as you.,FALSE,FALSE,0
Wild,1,Have everyone hum a tune together for 10 seconds. See if it syncs.,FALSE,TRUE,10
Wild,1,Tell the group your silliest nickname from childhood.,FALSE,FALSE,0
Wild,1,"Ask the group: If you were a dessert, what would you be?",FALSE,FALSE,0
Wild,1,All participants stand and do a short conga line for 15 seconds.,FALSE,TRUE,15
Wild,1,Pick a partner and do a slow-motion high-five routine for 10 seconds.,TRUE,TRUE,10
Wild,1,Everyone share their ideal Sunday plan in 5 words or less.,FALSE,FALSE,0
Wild,1,Group poll: Who’s the best singer? That person must hum a tune now.,FALSE,FALSE,0
Wild,1,Ask each person to describe their day with a single emoji (verbally).,FALSE,FALSE,0
Wild,1,Pick 2 people to have a 10-second “ugly face” contest.,FALSE,TRUE,10
Wild,1,All players who have brown hair must meow like a cat for 5 seconds.,FALSE,TRUE,5
Wild,1,Group question: Are you a morning or night person? Everyone answers quickly.,FALSE,FALSE,0
Wild,1,Everybody close your eyes for 10 seconds and think of a happy memory.,FALSE,TRUE,10
Wild,2,Swap seats with the person across from you by crawling.,FALSE,TRUE,15
Wild,2,Pick 2 people to do a 10-second “stare-off.” First to laugh loses a point.,FALSE,TRUE,10
Wild,2,Form a short conga line for at least 15 seconds with music.,FALSE,TRUE,15
Wild,2,Group poll: Who’s the biggest flirt? They gain +1 point if they prove it now.,FALSE,FALSE,0
Wild,2,Ask the group: Which celebrity would you share one night with if you could?,FALSE,FALSE,0
Wild,2,Everyone who has online dated must share a quick success or fail story.,FALSE,FALSE,0
Wild,2,Pick a partner and do a 15-second tango in slow motion.,TRUE,TRUE,15
Wild,2,"Make up a silly poem about someone here, recite it dramatically.",FALSE,FALSE,0
Wild,2,Everyone wearing jeans must roll them up to the knees for 2 rounds.,FALSE,FALSE,0
Wild,2,Group challenge: Everyone must meow instead of speak for the next turn.,FALSE,FALSE,0
Wild,2,Tell each person in the circle one small thing you admire about them.,FALSE,FALSE,0
Wild,2,Pick someone to trade shoes with for the next 2 rounds.,FALSE,FALSE,0
Wild,2,Everyone show their best dance move for 5 seconds each.,FALSE,TRUE,5
Wild,2,"Ask the group: If you had a theme song, what would it be?",FALSE,FALSE,0
Wild,2,Pick 2 people to share their favorite go-to dance move side by side.,FALSE,FALSE,0
Wild,2,Anyone who has tried a blind date does a 10-second wave now.,FALSE,TRUE,10
Wild,2,Group poll: Who’s the best dancer? That person must do a 10s victory boogie.,FALSE,TRUE,10
Wild,2,All players choose someone to the left and compliment them once.,FALSE,FALSE,0
Wild,2,Have everyone pick one small random object from their bag/pocket to show off.,FALSE,FALSE,0
Wild,2,Pick a partner. Both do a slow comedic waltz across the room for 10s.,TRUE,TRUE,10
Wild,3,Everyone who’s comfortable tries a 10s twerk together in the center.,FALSE,TRUE,10
Wild,3,All players who have had a one-night stand share 1-liner about it.,FALSE,FALSE,0
Wild,3,Pick 2 people to have a ‘sexy pose-off’ for 15 seconds. Winner gets +1 point.,FALSE,TRUE,15
Wild,3,Ask the group: Who’s the biggest flirt here? They get +2 points automatically.,FALSE,FALSE,0
Wild,3,Everyone who is single must do a quick catwalk for 10 seconds.,FALSE,TRUE,10
Wild,3,Group poll: Who has had sex in a car? They must say ‘guilty’ or skip.,FALSE,FALSE,0
Wild,3,Each person reveals a mild fantasy they’re comfortable sharing or skip.,FALSE,FALSE,0
Wild,3,Pick 2 folks to reenact a dramatic soap opera kiss (fake) for 5 seconds.,FALSE,TRUE,5
Wild,3,All players who have sent nudes do a 1-second ‘oops’ face now.,FALSE,FALSE,0
Wild,3,"Group question: If you had to pick one player here for a fling, who?",FALSE,FALSE,0
Wild,3,Everyone tries a slow-motion group hug for 10 seconds. So awkward!,FALSE,TRUE,10
Wild,3,Pretend you are a celebrity meeting wild fans for 15s. Everyone acts starstruck.,FALSE,TRUE,15
Wild,3,Pick a partner and describe each other’s best physical attribute publicly.,TRUE,FALSE,0
Wild,3,Ask the group: ‘What’s my sexiest feature?’ Everyone must answer quickly.,FALSE,FALSE,0
Wild,3,All players who have skinny-dipped must raise a hand or skip.,FALSE,FALSE,0
Wild,3,Choose 2 players to do a mini-lap dance for 10 seconds if consenting.,FALSE,TRUE,10
Wild,3,Everyone who’s wearing black must do a 5s body wiggle.,FALSE,TRUE,5
Wild,3,"Ask: If you had to share a bed tonight with one person here, who?",FALSE,FALSE,0
Wild,3,"All single players do a 10s slow dance with someone else’s partner, if consenting!",FALSE,TRUE,10
Wild,3,Group picks the person who’s the biggest tease. They do a 5s sexy shimmy.,FALSE,TRUE,5
Wild,4,All players remove one outer clothing item (not underwear) if comfortable.,FALSE,FALSE,0
Wild,4,Pick a partner: both reveal your favorite bedroom position in 1 sentence each.,TRUE,FALSE,0
Wild,4,Group poll: Who’s the kinkiest here? They demonstrate a 10s ‘dominant stare’.,FALSE,TRUE,10
Wild,4,Ask: Who has tried an adult toy? Everyone says ‘yay’ or skip if shy.,FALSE,FALSE,0
Wild,4,"Pick 2 players to do a 10-second slow grind, if all consent.",FALSE,TRUE,10
Wild,4,All who have had sex in a public place share a 1-liner about it.,FALSE,FALSE,0
Wild,4,Anyone who has had group sex must raise a hand or skip if not comfy.,FALSE,FALSE,0
Wild,4,"Pick a partner and do a 15s extremely close slow dance, minimal space.",TRUE,TRUE,15
Wild,4,"All single players must choose one person they’d do a fling with, hypothetically.",FALSE,FALSE,0
Wild,4,Group question: Who would watch if 2 volunteers made out right now?,FALSE,FALSE,0
Wild,4,"If you’ve ever moaned someone else’s name by accident, say ‘Guilty!’ or skip.",FALSE,FALSE,0
Wild,4,"Pick a partner to simulate a romantic shower scene for 10s, clothes on.",TRUE,TRUE,10
Wild,4,All couples in the room must share a quick peck in front of everyone.,FALSE,FALSE,0
Wild,4,Choose 2 players to share the naughtiest photo on their phone they’re willing to show.,FALSE,FALSE,0
Wild,4,Group poll: Who is the ‘biggest freak in bed’? They do a 5s sexy spin.,FALSE,TRUE,5
Wild,4,"If you’ve ever had a crush on someone’s partner here, say ‘Oops!’ or skip.",FALSE,FALSE,0
Wild,4,Pick 3 people to do a synchronized thrusting motion for 5 seconds.,FALSE,TRUE,5
Wild,4,Who’s wearing the least right now? That person gets +2 points for boldness.,FALSE,FALSE,0
Wild,4,Ask each person to share a one-liner about their wildest sex location.,FALSE,FALSE,0
Wild,4,Everyone who’s tried BDSM must do a 3-second safe word shout or skip.,FALSE,TRUE,3
Wild,5,Have all consenting players remove an additional item of clothing if they dare.,FALSE,FALSE,0
Wild,5,"Group moan: everyone moans for 5 seconds in unison, as dirty as you want!",FALSE,TRUE,5
Wild,5,Pick a partner: both share your wildest group sex fantasy in front of everyone (1-liner).,TRUE,FALSE,0
Wild,5,"If you’ve had a threesome, share a quick highlight. Otherwise skip or lie!",FALSE,FALSE,0
Wild,5,Any couple can demonstrate a sexual position with clothes on for 10s if they dare.,FALSE,TRUE,10
Wild,5,Ask: who’s open to swinging or group sex tonight if it was on the table?,FALSE,FALSE,0
Wild,5,"All women bend over for 5 seconds while men watch, if consenting (everyone can skip!).",FALSE,TRUE,5
Wild,5,"Pick 2 people to do a 15s lap dance in front of the group, if they consent.",FALSE,TRUE,15
Wild,5,Anyone who’s had sex with multiple people in one day says ‘Hell yes!’ or skip.,FALSE,FALSE,0
Wild,5,Group question: who’s had an orgy? Must share a 1-liner or skip.,FALSE,FALSE,0
Wild,5,All players that have a fetish stand in the center and say what it is or skip.,FALSE,FALSE,0
Wild,5,Pick a partner: do a quick demonstration of your favorite foreplay technique verbally.,TRUE,FALSE,0
Wild,5,Anyone who’d consider hooking up with someone here tonight raises a hand or skip.,FALSE,FALSE,0
Wild,5,Let 2 players voluntarily make out for 10 seconds if they’re both single and willing.,FALSE,TRUE,10
Wild,5,Who here has visited a swinger’s club? Confess or skip.,FALSE,FALSE,0
Wild,5,Ask each couple to show a 5-second ‘intense gaze’ while the group watches.,FALSE,TRUE,5
Wild,5,Any pair willing can do a 10s ‘doggy style’ simulation in front of the group (clothed).,FALSE,TRUE,10
Wild,5,"Everyone reveals the wildest place they’ve had sex, one-liner each, or skip.",FALSE,FALSE,0
Wild,5,All players choose one person they’d bed right now if the other agreed.,FALSE,FALSE,0
Wild,5,All players should try and get into the bathtub or shower together.,FALSE,FALSE,0
Wild,5,"Pick someone to share the dirtiest text they have in their phone, or skip if too shy.",FALSE,FALSE,0
DrinkIf,0,Drink if you’ve ever kissed more than one person in a single day.,FALSE,FALSE,0
DrinkIf,0,Drink if you’ve ever gone skinny-dipping voluntarily.,FALSE,FALSE,0
DrinkIf,0,Drink if you’ve sexted someone you barely knew.,FALSE,FALSE,0
DrinkIf,0,Drink if you prefer giving oral over receiving.,FALSE,FALSE,0
DrinkIf,0,Drink if you’ve tried role-play in bed at least once.,FALSE,FALSE,0
DrinkIf,0,Drink if you’re wearing something sexy right now under your clothes.,FALSE,FALSE,0
DrinkIf,0,Drink if you’ve fantasized about a friend’s partner before.,FALSE,FALSE,0
DrinkIf,0,Drink if you’ve had a quickie in the past month.,FALSE,FALSE,0
DrinkIf,0,"Drink if you’ve ever cheated in a relationship, or skip if it’s too personal.",FALSE,FALSE,0
DrinkIf,0,Drink if you’re secretly turned on by someone in this room right now.,FALSE,FALSE,0
